Caste,subcastes,source
KARUNEEGAR,"['KARUNEGAR', 'KARUNEEGAR']",JEEVANSATHI
KARVI,['KARVI'],MF
KASAB,['KASAB'],GOV
KASAR,"['KANCHAR', 'KANCHUGARA', 'KANSAR', 'KANCHORI', 'KACHARI', 'KANCHERA', 'KASAR', 'BOGARA', 'KASERA']",JEEVANSATHI
KASBATI,['KASBATI'],GOV
KASBI,['KASBI'],GOV
KASBIN,['KASBIN'],GOV
KASERA,"['TAMRAKAR KALAIKAR', 'KALAIKAR', 'TAMERA', 'THATHERA', 'TAMRAKAR', 'THATHIAR', 'KASERA']",GOV
KASGAR,['KASGAR'],GOV
KASHAN,['KASHAN'],GOV
KASHATY,"['NAIK', 'KASHATY']",MF
KASHIKAPDI,"['KASIKAPADI', 'KASHIKAPDI', 'TIRUMALI', 'KASHIKAPADI', 'KASIKAPUDI']",GOV
KASHYAP,"['KASHYAP', 'JEER']",MF_JEEVANSATHI
KATABU,"['KATABU', 'KATABAR']",GOV
KATESAR PATTAMKATTI,['KATESAR PATTAMKATTI'],GOV
KATHAR,"['KATHAR WANI', 'KATHAR', 'KANTHAHAR WANI']",GOV
KATHI,['KATHI'],GOV
KATHLIK,['KATHLIK'],MF
KATHODI,"['KATHODI', 'SON KATKARI', 'DHOR KATHKARI', 'DHOR KATHODI', 'KATKARI', 'SON KATHODI', 'DHOR KATKARI']",GOV
KATIA,"['PATHARIA', 'KATIA']",GOV
KATIPAPALA,['KATIPAPALA'],GOV
KATTUNAICKER,"['KATTUNAICKER', 'KATTUNAYAKAN']",GOV
KAURA,['KAURA'],GOV
KAUVNDER,"['KALLAR', 'KAUVNDER', 'KALVALA', 'KANGU', 'GONGU', 'KONGU']",MF
KAVADI,"['KAVUDIYARU', 'KAVADI']",GOV
KAVARA,"['KAUR', 'KAVARA', 'DEWAN', 'CHERWA', 'CHATTRI', 'TANWAR', 'KANWAR', 'RATHIA', 'KAWAR', 'SIDAR']",GOV
KAVUNIS,['KAVUNIS'],MF
KAVUTHIYA,"['KAVUTIAN', 'ADUTHON', 'KAVUTHIYA', 'KAVUTHIYAR', 'KAVUTHIYAN']",GOV
KAYASTH,"['KAYASTHA', 'BARENDRA', 'MATHAR', 'SINHA', 'ADITYA', 'SRIVASTAV', 'MITTAL', 'VERMA', 'BHUNJA', 'SRIVASTAVA', 'KAYASTH', 'KA YASTH', 'BHOUMIK', 'SAXENA', 'MATHU', 'RARHI']",MF
KAYUNLLU,['KAYUNLLU'],MF
KEER,['KEER'],GOV
KELA,"['RADHI', 'KELA', 'SABAKHIA', 'MATIA KELA', 'SAPUA KELA', 'SABAKHIA KELA', 'NALUA KELA']",MF
KELASI,['KELASI'],GOV
KENDARA,"['KANDARA', 'KENDARA']",MF
KEORI,"['KOIRI', 'KEORI']",GOV
KEOT,['KEOT'],GOV
KEPMARE,"['KEPMARI', 'KEPMARIS', 'REDDIKA', 'KEPMARE']",GOV
KERALA MUDALI,['KERALA MUDALI'],GOV
KESHAP RAJPUT,['KESHAP RAJPUT'],GOV
KEUTA,"['RADHI', 'KEUTA']",MF
KEVER,['KEVER'],MF
KEWAT,"['PATEL', 'NAGARCHI', 'NIISHAD', 'BAGHER', 'BIND', 'NISHADRAJ', 'BHARGAV', 'KEWAT', 'CHOUDHARY', 'NISAD', 'NISHAD', 'MALLAH', 'NAVADA']",MF
KHADALA,"['KHADALA', 'JHATIA']",MF
KHADIA,['KHADIA'],MF
KHADWAR,['KHADWAR'],GOV
KHAIRWAR,"['KHAIRUWA', 'KHAIRWAR', 'KONDAR', 'KHERWAR']",GOV
KHALIFA,['KHALIFA'],MF
KHAMPTI,['KHAMPTI'],GOV
KHARIA,"['KHARIA', 'KHARIAN']",GOV
KHAROL,['KHAROL'],GOV
KHARVA,"['KHARWAR', 'KHARVA', 'KHARWA-BHADELA', 'KHARVI', 'BENBANSI', 'BENWASHER']",GOV
KHASI,"['BHOI', 'JAINTIA', 'LYNGNGAM', 'PNAR', 'WAR', 'SYNTENG', 'KHASI']",GOV
KHATRI,"['UTTAM', 'GOYAL', 'KAPUR', 'MALHOTRA', 'DHIMAN', 'KHATRIYAS', 'KHURANA', 'CHAPPA', 'KHNNA', 'KHATRI']",MF_SHADI_JEEVANSATHI
KHATTI,"['KHATTI-KHATTI', 'KHATTI']",GOV
KHATWA,"['KHATWE', 'KHATUA', 'KHATWA']",GOV
KHAVAS,['KHAVAS'],GOV
KHEJARI,"['KHEJARI', 'KOL']",MF
KHELTA,['KHELTA'],GOV
KHEN,['KHEN'],GOV
KHETAURI,"['KHATAURI', 'KHETAURI']",GOV
KHODALA,"['BETRA', 'KHODAL', 'KHODALA']",MF
KHODI,"['KHODI', 'SUVADIYA']",MF
KHODRA,"['KHODRA', 'KHARUDA', 'KHADURA']",GOV
KHOND,"['SITHA KANDHA', 'NANGULI KANDHA', 'KOND', 'KANDHA', 'KHOND']",GOV
KHONYOR,['KHONYOR'],GOV
KHOWA,['KHOWA'],GOV
KHUMRA,"['HANSIRI', 'SANGTARASH', 'KHUMRA']",GOV
KICHAGARA,['KICHAGARA'],GOV
KIHATAYERA,"['NAIK', 'KIHATAYERA']",MF
KINTHALA KALINGA,"['BURAGAM KALINGA', 'KINTHALA KALINGA', 'PANDIRI KALINGA', 'BURAGANA KALINGA', 'KALINGA']",GOV
KIRAR,"['KIRAR KIRAD DHAKAR', 'DHAKAR', 'KIRAD', 'KIRAR', 'DHAKAD']",GOV
KISAN,['KISAN'],GOV
KISRUBAR,"['KISRUBAR', 'HALAMATHA']",MF
KNANAYA,"['CHEDUMA', 'KNANAYA', 'SYRIAN', 'CHETTI']",MF_JEEVANSATHI
KOCH,"['KOCH', 'KOCH-RAJBONGSHI', 'KOCHU VELAN', 'KOCHH']",GOV
KODAGU,"['KODAGU', 'KODAGU KAPALA']",GOV
KODALO,"['KHODALO', 'KODALO']",GOV
KOERI,"['KOIRI', 'KUSHWAHA', 'MORYA', 'KOERI KOIRI', 'MAURIYA', 'KOERI', 'MAURYA', 'RAI']",MF_JEEVANSATHI
KOHALI,"['KOHALI', 'BHELIKHAYE']",MF
KOHLI,"['PATEL', 'KOHLI', 'SORATHA', 'TALPADA', 'SUVADIYA']",MF
KOHOR,['KOHOR'],GOV
KOIBARTR,"['HALIK', 'KOIBARTR']",MF
KOILAR,['KOILAR'],GOV
KOIRENG,"['KOIRAO', 'KOIRENG']",GOV
KOIRI,['KOIRI'],GOV
KOKNA,"['KUKNA', 'KOKNA', 'KOKNI']",GOV
KOL,"['KOLHA', 'KOL', 'MUNDA', 'RAWAT']",MF
KOLAGA,['KOLAGA'],GOV
KOLAH LOHARAS,"['KOLAH LOHARAS', 'KOL LOHARAS']",GOV
KOLAM,"['KOLAM', 'MANNERVARLU']",MF
KOLAR,"['KOLAR', 'MUNDA']",MF
KOLAYAN URALI,['KOLAYAN URALI'],GOV
KOLHATI,"['KOLHATI DOMBARI', 'KOLHATIGI', 'KOLHATI']",GOV
KOLHU,"['KOLHU', 'KACHUAROLMA']",MF
KOLI DHOR,"['KOLGHA', 'KOLCHA', 'KOLI DHOR', 'KOLIDHOR', 'TOKRE KOLI']",GOV
KOLLA,"['KOLLA', 'KOLLALA']",GOV
KOLLAN,"['KOLLAN', 'KADAYAN']",MF
KOLLI,['KOLLI'],MF
KOLUPULAVANDLU,"['PAMBADA', 'KOLUPULVANDLU', 'PAMBALA', 'PAMBANDA', 'KOLUPULAVANDLU']",GOV
KOLWAR,"['KOLWAR', 'JAISWAL', 'JAMRE']",MF
KOM,['KOM'],GOV
KOMARPANT,['KOMARPANT'],GOV
KOMATI,['KOMATI'],MF
KOMMARI,"['KOMMARI', 'DUDEKULA']",MF
KONAR,"['YADAVAR', 'YADAV', 'VELLALAR', 'KONAR']",MF
KONDA DHORAS,"['KONDA DHORAS', 'KONDADORA']",GOV
KONDA KAPU,"['KONDA KAPU', 'KONDA KAPUS']",GOV
KONDA REDDIS,"['KONDAREDDIS', 'KONDAREDDY', 'KONDA REDDIS', 'REDDY DHAKAS']",GOV
KONDH,"['KODI', 'KODHU', 'TIKIRIA KONDHS', 'YENITY KONDHS', 'DONGRIA KONDHS', 'KANDH', 'KUTTIYA KONDHS', 'KONDH', 'KONDHS', 'DESAYA KONDHS', 'KHOND']",GOV
KONDPAN,['KONDPAN'],GOV
KONGADI,['KONGADI'],GOV
KONGU NAVITHAN,['KONGU NAVITHAN'],GOV
KOOCH BAND,"['KOOCH BAND', 'KUCHBAND']",GOV
KOOSA,['KOOSA'],GOV
KOOTAN,"['KOODAN', 'KOOTAN']",GOV
KOPPULA VELLAMA,"['KOPPALAVELAMA', 'KAPALA VELAMA', 'KOPPLAVELAMA', 'KOPPULA VELLAMA', 'KAPALA ELAMA', 'KOPPALA ELAMA', 'KAPULU ELAMA', 'KUPALA VELAMA', 'KOPPALA VELAMA', 'KOPPULAVELAMA', 'KAPALA ELAGA', 'KUPPALAVELAMA', 'KAPPULA ELAMA']",GOV
KORA,"['KORA', 'HATEA']",MF
KORACHA,"['KORACHAR', 'KORACHA']",JEEVANSATHI
KORAGA,['KORAGA'],GOV
KORAMA,"['KORAMA', 'KORAVA', 'KORAVAR']",MF_JEEVANSATHI
KORAVAR,"['KORAVAN', 'VETTA KORAVAR', 'SARANGA PALLI KORAVAR', 'KORAVAR', 'THOGAMALAI KORAVAR', 'KALA KORAVAR', 'KORAWAR', 'MONDA KORAVAR', 'KPARAU', 'KORAVARU', 'VADUVARPATTI KORAVAR', 'KURAVAR', 'SALEM MELNAD KORAVAR', 'SALEM UPPU KORAVAR', 'KEPMARI', 'THALLI KORAVAR', 'DABI KORAVAR', 'INJI KORAVAR', 'KALINJI DABIKORAVAR', 'SAKKARAITHAMADAI KORAVAR', 'PONNAI KORAVAR', 'VARAGANERI KORAVAR']",GOV
KORCHA,"['KORCHA', 'KORCHAR', 'KORACHA']",GOV
KORI,"['KUSHWAHA', 'PAL', 'VERMA', 'KORI', 'MAURYA', 'KOLI', 'KORIA']",MF_JEEVANSATHI
KORKU,"['NAHUL', 'KORKU', 'NIHAR', 'MOUASI', 'BOPCHI', 'BONDHI', 'NIHAL', 'BONDEYA']",MF
KORMA,['KORMA'],MF
KORMAKAR,['KORMAKAR'],GOV
KORONGA,"['JELE', 'DWADA', 'KORONGA']",MF
KORWA,"['KODAKU', 'YERUKALA', 'KORVA', 'KORWAR', 'ERAKALA', 'YERKALA', 'KORWA', 'KORAGAR', 'KUNCHI', 'KAIKADI', 'KORWARI', 'KORAMASETTY', 'KORUA']",GOV
KOSALYA GOUDUS,"['DODDU KAMARIYA', 'CHITI GOUDUS', 'LADIYA GOUDUS', 'PULLO SORIYA GOUDUS', 'DANGAYATH GOUDUS', 'KOSALYA GOUDUS', 'DUDU KAMARO', 'BOSOTHERIYA GOUDUS']",GOV
KOSHTA,"['KOSTI', 'CHANNEWAR', 'HALBA KOSHTI', 'KOSHTI', 'SALEWAR JENDRA', 'KOSHTI DEVANGAN DEWANG SALWIDEWANG MALA', 'KOSTA', 'JAINKOSHTI', 'KOSHTI DEVANGAN DEWANG SALWIDEWANG MALA PADAMHALI PADEMSALI SALI SUTSALI SALWAR', 'PADMASHALI', 'KOSHTA', 'LADKOSHTI', 'PADAMHALI', 'GAREWAL', 'GADHEWAL KOSHTI', 'CHENEWAR', 'KOSTHA', 'JANDRA KOSKATI GARHWAL GARHEWAL GAREWAR', 'KALBA', 'PADEMSALI SALI SUTSALI SALWAR', 'GARHEWAL GAREWAR GARWAR', 'CHANEWAR', 'KOSHTHA', 'KOSTA KOSTI', 'JANDRA KOSKATI GARHWAL', 'SALEVAR']",GOV
KOSKANTI DEVANGA,['KOSKANTI DEVANGA'],GOV
KOTA,['KOTA'],GOV
KOTAL,"['UTTARARIN', 'BHUNIA', 'KANTCH', 'KOTAL']",MF
KOTARI,"['KOTTARY', 'KOTARI', 'KOTTARI', 'KOTARY']",GOV
KOTEGAR,"['KOTEGAR', 'METRI']",GOV
KOTEKSHATRIYA,"['KOTEGARA', 'KOTEKAR', 'KOTEGAR', 'RAMARAJA KSHATRIYA', 'RAMA KSHATRIYA', 'KOTEKSHATRIYA', 'KOTEYAR', 'SERVGAR SERUGARA']",GOV
KOTEYAR,['KOTEYAR'],GOV
KOTIA,"['PAIKO', 'DULIA', 'BENTHO ORIYA', 'DHULIA', 'KOTIA', 'SIDHOPAIKO', 'HOLVA', 'PUTIYA', 'BARTIKA', 'SANRONA']",GOV
KOTVALIYA,['KOTVALIYA'],MF
KOTWAL,"['KUTWAR KOTWAL', 'KOTWAR', 'KOTWAL']",GOV
KOUDA,"['KOVIDA', 'KOUDA']",MF
KOYA,"['GOUD', 'BHINE KOYA', 'KOTTU KOYA', 'LINGADHARI KOYA', 'KOYAVA', 'RAJKOYA', 'KOYA', 'RAJAH', 'RASHA KOYA']",MF
KRISHNANVAGAI,"['R.C.NADAR', 'KRISHNANVAKA', 'VAGAI', 'PALLAR', 'KRISHNANVAGAI', 'ASARI', 'NADAR']",MF
KRUBI,"['HINDUKRUBI', 'HALAMATHA', 'KRUBI']",GOV
KUCHA BAND,['KUCHA BAND'],GOV
KUCHBANDH,"['KUCHBANDHIA', 'KUCHBAND', 'KUCHBANDH']",GOV
KUCHHRIA,['KUCHHRIA'],GOV
KUD,"['PATAR', 'IDPACHI', 'KUD']",MF
KUDIYA,"['MELAKUDI', 'KUDIYA']",GOV
KUDUBI,['KUDUBI'],GOV
KUDUMBAN,['KUDUMBAN'],GOV
KUDUMBI,['KUDUMBI'],MF_JEEVANSATHI
KUKI,['KUKI'],GOV
KULAHIA,"['ALAM', 'KULHAIYA', 'KULAHIA']",GOV
KULALA,['KULALA'],GOV
KULAVADI MARATI,['KULAVADI MARATI'],GOV
KULAVAR,['KULAVAR'],MF
KULEKDAGI,"['KULLAKADAGI', 'KULADAGI', 'KULLEKADGI', 'KULEKDAGI']",GOV
KULELA,['KULELA'],GOV
KULFAQIR,['KULFAQIR'],GOV
KULIA,['KULIA'],GOV
KULIS,['KULIS'],GOV
KULTA,"['MUNDA', 'CHASA', 'KOL', 'ODACHASA', 'KULTA']",MF
KULUBAR,"['KULUBAR', 'HALAMATHA']",MF
KUMARA PANTH,"['KUMARA PANTH', 'KOMARPAIK', 'KOMARPANT']",GOV
KUMBARA,"['JAGANATHI', 'KUSAVAN', 'MULYA', 'BHALGAMA', 'KULA', 'MOOLYA', 'SORATHIYA PRAJAPATI', 'KUMBARD', 'KANDHA-KUMBHAR', 'KUM BARA', 'KUMBARA', 'KHUMARA', 'MATIAKUMBHAR', 'KUMBHAR KULAL', 'KHATYA', 'CHAKRASALI', 'KULALA', 'KUMBHAR', 'GUNAGA', 'KUMHAR', 'KHUMBHAR', 'KUMBHAKAR', 'KULALAR', 'GANAGI', 'PRAJAPATI', 'KUMBHARO', 'LINGAYAT KUMBAR', 'KUMAR', 'SAJJAN KUMBARA', 'KUMBHARA', 'KUMMARA', 'KUMBARAN', 'ORIYAKUMBHAR', 'KUMMARI']",MF_SHADI
KUMBRI MARATHA,"['KUMBRI MARATHA', 'KUMBRI MARATI']",GOV
KUMHAR,"['CHAKRADHARI', 'TELASHU', 'SNICHARA', 'RANE', 'PAL', 'GHUMAR', 'GHUMIAR', 'KUMAWAT', 'KUMBHAR', 'HARIJAN', 'TILASHO', 'KOKDE', 'CHASHA', 'KUMHAR', 'GAUR', 'GHUMHAR', 'KUMHAR KUMAWAT', 'KUMAHAR', 'PRAJAPATI', 'KUMHAR KUMBHAR', 'PRJAPATI', 'JALANDHAR', 'KUMAR', 'CHITWAY', 'PADAY', 'RUDRA PAUL', 'MARU', 'PARJAPATRA', 'KUMBAR', 'BAGWA', 'RARHI']",MF_JEEVANSATHI
KUMMARA,"['CHENDIYA', 'KULALA', 'KUMMARA', 'SALIVAHANA', 'GUNDAIAH']",MF
KUMRAR,"['KUMRAR', 'KULAL']",MF
KUMUTI,"['KUMUTI', 'HALDIA']",MF
KUNAI,['KUNAI'],GOV
KUNAPULI,['KUNAPULI'],GOV
KUNBI,"['KHAIRE', 'KUNBI', 'PADIMSHALI', 'KUMBI', 'LEWA PATIL', 'LEWA PATIDAR', 'ZADE', 'MANA', 'KHEDULE', 'LEWA KUNBI', 'GAREWAL', 'TIRELE', 'KURMI', 'BAWNE', 'RANE', 'DOBAILE']",MF_JEEVANSATHI
KUNCHIDIGAR,['KUNCHIDIGAR'],GOV
KUNDAMATIA,['KUNDAMATIA'],GOV
KUNJARA,"['KUNJRA', 'KUNJARA', 'RAINE', 'RAYEEN']",GOV
KUNKUWALE,['KUNKUWALE'],GOV
KUNNUVAR MANNADI,['KUNNUVAR MANNADI'],GOV
KURABA,"['CHENDIYA', 'MALLEPULU', 'JELLA', 'KURABA', 'DUPATI']",MF
KURAIAR,['KURAIAR'],GOV
KURAKULA,['KURAKULA'],GOV
KURARIAR,['KURARIAR'],GOV
KURAVA,"['SIDHANAR', 'KURAVAN', 'KURAVAR', 'SIDHANA', 'HALAMATHA', 'KURAVA']",MF_JEEVANSATHI
KURESHI,"['VADHEL', 'THAPANIA', 'KURESHI', 'MOGAL']",GOV
KURHINI CHETTY,"['KURHINSHETTY', 'KURHINI CHETTY']",GOV
KURI,['KURI'],GOV
KURICHCHAN,"['KURUP', 'KURICHCHAN', 'KURICHIAN']",GOV
KURMA,"['GABHEL', 'UGHAR', 'PPATEL', 'CHANDRA NAHU', 'ADIL', 'GAVEL', 'SIRVI', 'GABEL', 'KUDUMI KSHYATRIYA', 'KURUMI', 'HATHIMARE', 'RAO', 'BAGDE', 'SHIVAKAR', 'MAHAR', 'KURUMA CHASA', 'PUNDE', 'KUMBHI GAVEL', 'PANDEY', 'BAGHEL', 'RAUT', 'KANNAUJIA', 'KURMI- PATANWAR', 'KUDUMI', 'CHAPWAR', 'KULAMBI', 'DAYAL', 'BRAHMAN', 'KURAMI', 'KUNBI', 'MUNDE', 'KURMI PATIDAR', 'DOGARWAR', 'CHANDRAKAR', 'SIVANKAR', 'FUNDE', 'KULMI', 'KURMI MAHTO', 'SAHU', 'PATHODI', 'KUMMI', 'KURMI', 'KURMAR', 'PATEL', 'KURMA', 'SHING', 'TIKARIYA', 'CHANDAL', 'CHUTAL', 'KURMI KHETRIYA', 'DOYE', 'VERMA', 'KURMI-MALL', 'BAIKAR', 'KURMI-SAINTHWAR', 'MAHARBAR', 'KULAMI', 'CHATURE', 'KURMVANSHI', 'KURUM']",GOV
KURMAR,"['KURAMI', 'KUNBI', 'KURUBAR', 'KURBA', 'CHANDRAKAR', 'KUMBHI GAVEL', 'CHANDRA NAHU', 'SIRVI.', 'KURMI', 'KURMAR', 'KURMAVANSHI']",GOV
KURUBA,"['DURUBAR', 'KURUMA', 'KURUMAN', 'KURUBARU', 'KURUB', 'HALABAR', 'GORAYA', 'KURAB', 'GANGEMATA', 'HALAMATHA', 'HALMA', 'KURUMBA', 'KURUMBAR', 'HALUMATHA', 'PERAMALAIKALLAR', 'BHARWAD', 'PANCHAMSALI', 'BALAGAR', 'KURUBA', 'KURUBAN', 'KURUMBA GOUNDER', 'LINGAYAT KURUBA', 'KURUMBAN', 'KALLAR', 'KURUMANS', 'DHANGAR', 'KUMBAR', 'KURUMBAS']",MF_JEEVANSATHI
KURUNGA,['KURUNGA'],GOV
KUSAVAR,"['MAN', 'KUSAVAR', 'KUSAVAN']",MF
KUSHWAHA,['KUSHWAHA'],MF_SHADI_JEEVANSATHI
KUTHALIYA BORA,['KUTHALIYA BORA'],GOV
KUTUMA,['KUTUMA'],GOV
KUYAVAR,"['POONUL KUYAVAR', 'KUYAVAR', 'KUMBARAR', 'PATHAR', 'MANNUDAYAR', 'KULALAR', 'VELLAR', 'KUMMARI']",GOV
LABANA,"['BAMAN', 'VANZARA', 'LABANA', 'ZOD', 'HADKASHI', 'DHINGA', 'LOBANA', 'GOTI', 'PELYA', 'LAVANA', 'SHATBAI', 'MEHRAVAT', 'LABAN']",JEEVANSATHI
LABBAI,"['RAVUTHAR', 'SAIBU', 'LABBAI', 'ROWTHAR', 'LUBBAI', 'MARICAR', 'LEBBAI', 'MARAKAYAR', 'LABBARI']",GOV
LABHA,['LABHA'],GOV
LAD-SHAKHIY WANI,['LAD-SHAKHIY WANI'],GOV
LADAFF,"['LADAFF', 'LADDAF']",GOV
LADAR,"['SUGANDHI LAD', 'LADARA', 'LAD', 'YELEGAR', 'LADARU', 'KSHATRIYA LAD', 'LADAR']",GOV
LADIA,"['LADHIA', 'LADIA', 'LARIA', 'LARI']",GOV
LAHAR,['LAHAR'],GOV
LAHAULA,['LAHAULA'],GOV
LAHERI,['LAHERI'],GOV
LAKHARA,"['LAKHARA', 'LAKHWARA', 'LAXKAR']",MF
LAKHARI,['LAKHARI'],GOV
LAKHERA,"['KACHER', 'LAKHARA', 'CHAUHAN', 'LAKHER', 'MANIHAR', 'KANIHAR', 'LAAHERA', 'KACHERA', 'LAKHERA']",MF
LAKHRA,['LAKHRA'],GOV
LAKKAMARIKAPU,['LAKKAMARIKAPU'],GOV
LALBEGI,['LALBEGI'],GOV
LALUNG,['LALUNG'],GOV
LAMAN,['LAMAN'],MF
LAMBADI,['LAMBADI'],JEEVANSATHI
LAMBANI,['LAMBANI'],MF
LAMGANG,['LAMGANG'],GOV
LANZAD,['LANZAD'],GOV
LAPPA,['LAPPA'],MF
LAPPEE,['LAPPEE'],MF
LATE,['LATE'],GOV
LAXMI NARAYAN GOLA,['LAXMI NARAYAN GOLA'],GOV
LAZAD,['LAZAD'],GOV
LEPCHA,['LEPCHA'],GOV
LILLAI,"['SOLIAR', 'LILLAI']",MF
LINGADER,['LINGADER'],GOV
LINGAYAT,"['PUNCHAL', 'GOUDA', 'PANCHALUPPAR', 'GANIGA', 'PHANGAMASALI', 'DEVANGA', 'PANCHAN', 'GANTI', 'LINGAYAT', 'GANGEMATA', 'SONGAR', 'GOWRIGA', 'HALAMATHA', 'KUMBARA', 'SWAMI', 'SAMAGAR', 'PANCHNAHT', 'NANABAUR', 'SAMARTA', 'JANGAMA', 'VEERSHAIVA', 'BADIGER', 'GODAR', 'MALGAR', 'BATTER', 'SADUJANG', 'WANI', 'PANCHALMALI', 'SETTI', 'PANCHAM', 'SAMRATH', 'PANCHAMSALI', 'SINDI', 'BANAGAR', 'PATTAR', 'BRAHMAN', 'SHETTY', 'GHANI', 'REDDY', 'PANCAHNASH', 'GOWDA', 'ANCHAL', 'NAVI', 'OKKALIGA', 'MEDHAR', 'MALAGOWDA', 'GOUDAR', 'NONABARU', 'BANAJIGA', 'VOKKALIGA', 'SIMPI', 'MUSUGU', 'JAD', 'KAMBAR', 'SHIMPI', 'PANACHASIL', 'MADIWAL', 'GOWRIMARATHA', 'HUGAR', 'MULLA', 'KUMAR', 'PANDHAL', 'GOWRI', 'SHEETY', 'SADURAN', 'SADARU', 'KUMBAR', 'BURNED', 'SUNAGAR', 'PANCHANAN', 'CHATURTH']",MF_SHADI_JEEVANSATHI
LINGYAT BANAGAR,['LINGYAT BANAGAR'],GOV
LODHI,"['LODH', 'MAHOR', 'LODHI', 'LODHI RAJPUT', 'MAHA-LODH', 'LODHA']",MF
LOHANA,"['KUTCHHI', 'THAKUR', 'LOHANA']",MF_SHADI_JEEVANSATHI
LOIS,['LOIS'],GOV
LONARI,['LONARI'],GOV
LONIYA,"['NONIYA', 'LONIYA', 'NONIA', 'LONIA', 'LUNIYA', 'ODHE', 'LUNIA ODH', 'MURAAHA', 'NUNERE', 'ODE', 'CHAUHAN', 'MURAHA', 'NUNIA', 'ODIYA', 'GOLE THAKUR', 'ODIYA NAANIYA', 'MUDAHA', 'MUDAAHA', 'ODHIYA', 'NAANIYA']",GOV
LUHURA,['LUHURA'],GOV
MAATAUPPAR,"['MAATAUPPAR', 'KSHATRIYA']",MF
MACHALA,['MACHALA'],GOV
MACHHI,"['BITNA', 'DHIMAR', 'SARANG', 'MANGELA', 'KHALAS', 'KAHAR', 'KHALASI', 'DHIVAR', 'MACHHI', 'MACHIMMAR', 'TANDEL', 'KHARWA']",GOV
MACHUA,['MACHUA'],GOV
MADARI,"['MADARI', 'NATH', 'BAZIGAR', 'BHARATHARI', 'MADAR']",GOV
MADARLU,['MADARLU'],MF
MADASI KURUVA,"['MADASI KURUVA', 'MADARI KURUVA']",GOV
MADAT,"['LINGAYAT', 'REAR', 'ARER', 'MADAT']",MF
MADEVASHASHETTY,"['MADEVASHASHETTY', 'AGASA']",MF
MADGI,['MADGI'],GOV
MADHIVALA,"['MADIVALASHETTY', 'MADHIVALA', 'MADIWAL', 'MADIVILI', 'MADIVALA', 'MADDUALA', 'AGASA']",MF
MADIA,['MADIA'],GOV
MADIGA,"['ASALARU', 'HASALARU', 'MADIGA DASU', 'MADIGA', 'TALWAR', 'MASHTEEN', 'RACHAMA', 'KSHATRIYA', 'SUNGULU']",MF_JEEVANSATHI
MAGHI,"['MEGHIA', 'MAGHI']",GOV
MAGURA,['MAGURA'],GOV
MAHABRAHMAN,"['BHATT', 'MAHABRAHMAN']",MF
MAHAISHYA,"['BAGULA', 'CHASIKOTAL', 'CHUKULIA', 'MUNDUCHASA', 'EENATIA', 'BAGLA', 'MAHAISHYA', 'MANDUCHASA', 'BENATIA', 'KOTAL']",MF
MAHALDAR,['MAHALDAR'],GOV
MAHALI,"['MAHALI', 'BHANDARI', 'BITAL', 'BANSPHOREMAHELI']",MF
MAHAR,"['LEVA', 'SAKARE', 'TUDPADA', 'JAMBHUDKAR', 'MAHAR', 'BHALE', 'MEHRA', 'DHEGUMEGU', 'TARAL', 'BADDLE', 'MAHARA', 'WANJARE', 'KOSARE', 'BARKE', 'DHEGU MEGU', 'BORKAR', 'MEHAR', 'MASHKARE', 'BAWNE', 'WALDE', 'SAHARE', 'RAUTH']",MF_JEEVANSATHI
MAHARANA,"['MAGHIYA', 'MAHARANA']",MF
MAHAT,"['MAHAT', 'MAHAWAT', 'MAHOOT']",GOV
MAHATAM,"['RAI SIKH', 'MAHATAM']",GOV
MAHATO,['MAHATO'],GOV
MAHAYAVANSHI,['MAHAYAVANSHI'],GOV
MAHENDRA,"['MEDARA', 'MAHENDRA', 'MAHENDRA-MEDARA']",JEEVANSATHI
MAHER,['MAHER'],MF
MAHESHWARI,"['MAHAJAN', 'JOSHI', 'MAHESHWARI']",MF_SHADI_JEEVANSATHI
MAHIA,['MAHIA'],GOV
MAHISYA DAS,"['MAHISYA', 'MAHISYA DAS']",GOV
MAHLA,"['MAHLA', 'MAHLAR']",GOV
MAHLI,"['MHALI', 'MAHLI']",GOV
MAHRATTA,['MAHRATTA'],GOV
MAHUNTA,['MAHUNTA'],GOV
MAHURIA,['MAHURIA'],GOV
MAHYAVANSHI,"['DHEDA', 'VANKAR', 'DHED', 'MAHYAVANSHI', 'MARU VANKAR']",GOV
MAIDUKAVARA,"['MAIDUKAVARA', 'THOLUVA']",MF
MAILA,['MAILA'],GOV
MAIMAL,['MAIMAL'],GOV
MAIRAL DANGAT,"['VIR', 'MAIRAL DANGAT']",GOV
MAISURBA,"['VANAND', 'MAISURBA']",MF
MAITHARE,['MAITHARE'],MF
MAIYA DARBAR,"['PHDHERIYA', 'MAIYA DARBAR']",MF
MAJHWAR,"['MAJHI', 'MAJHWAR']",GOV
MAJJULA,['MAJJULA'],GOV
MAJOTHI,"['DARBAR', 'MAJOTHI', 'KUMBHAR', 'DABAN MAJOTHI']",GOV
MAJWAR,['MAJWAR'],GOV
MAKRANA,"['MAKRANA', 'MAKRANI']",GOV
MAKVANA,['MAKVANA'],MF
MAL PAHARIA,['MAL PAHARIA'],GOV
MAL PAHARIYA,['MAL PAHARIYA'],GOV
